id,first_name,last_name,dynasty,ship_id,status,home_planet,is_visible
,Lilac,Harman,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Travis,Breckinridge,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Keanna,Butts,Defiance,aurora,Present and accounted for,Osiris,FALSE
,Kurtis,Sheppard,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Barrett,Stone,Dedication,polaris,Present and accounted for,Ellarion,FALSE
,Karlene,Keys,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Tallulah,Abraham,Excellence,starfall,Present and accounted for,Osiris,FALSE
,Solomon,Leavitt,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Cam,Glover,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Louie,Bonner,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Alexia,Miyamoto,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Phoebe,Whinery,Hope,immortal,Present and accounted for,Ellarion,FALSE
,Mikhaila,Combs,Tenacity,polaris,Present and accounted for,Ellarion,FALSE
,Cailin,Jameson,Kindness,polaris,Present and accounted for,Osiris,FALSE
,Grover,Hext,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Rosalin,Brooks,Ambition,starfall,Present and accounted for,Osiris,FALSE
,Ryou,Tatton,Purity,valor,Present and accounted for,Caelena,FALSE
,Jessamine,Wilkie,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Elton,Fairbairn,Generosity,halo,Present and accounted for,Ellarion,FALSE
,Chris,Hollins,Purity,polaris,Present and accounted for,Osiris,FALSE
,Sharla,Sokolov,None,polaris,Present and accounted for,Caelena,FALSE
,Midge,Rose,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Corrie,Parks,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Stace,Royceston,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Lavrentiy,Hendry,Excellence,marauder,Present and accounted for,Osiris,FALSE
,Parris,Varnham,None,polaris,Present and accounted for,Ellarion,FALSE
,Beulah,Alberts,Dedication,aurora,Present and accounted for,Osiris,FALSE
,Blanch,Elwyn,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Ulric,Tate,Generosity,centurion,Present and accounted for,Caelena,FALSE
,Farran,Martins,None,cyclone,Present and accounted for,Caelena,FALSE
,Ramsey,Haight,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Gayla,Towner,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Nevada,Westcott,Ambition,vulture,Present and accounted for,Osiris,FALSE
,Teagan,Waller,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Lyda,Huxtable,None,centurion,Present and accounted for,Caelena,FALSE
,Rue,Traves,Generosity,whirlwind,Present and accounted for,Ellarion,FALSE
,Tonya,Branson,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Tria,Seabrooke,Fairness,polaris,Present and accounted for,Caelena,FALSE
,Kristin,Broadbent,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Irma,Hayley,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Shae,Herberts,Strength,polaris,Present and accounted for,Caelena,FALSE
,Matilda,Colbert,Ambition,polaris,Present and accounted for,Osiris,FALSE
,Nanette,Headley,Mercy,inferno,Present and accounted for,Ellarion,FALSE
,Gale,Beck,Ambition,ravager,Present and accounted for,Osiris,FALSE
,Roland,Augustine,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Shaquila,Joiner,Intelligence,polaris,Present and accounted for,Osiris,FALSE
,Brianna,Good,Purity,aurora,Present and accounted for,Caelena,FALSE
,Rolan,Hardy,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Sara,Francis,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Tammie,Kimura,Hope,harbinger,Present and accounted for,Ellarion,FALSE
,Carlyle,Horsfall,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Mayme,Herriot,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Tracey,Herbertson,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Jordan,Jarvis,Intelligence,immortal,Present and accounted for,Osiris,FALSE
,Janetta,Bolton,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Newton,Revie,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Deon,Garrett,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Brittania,Cropper,Intelligence,warrior,Present and accounted for,Ellarion,FALSE
,Brenna,Kirk,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Laney,Devin,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Kailey,Yoxall,Logic,vulture,Present and accounted for,Osiris,FALSE
,Tyrell,Beckett,Confidence,halo,Present and accounted for,Ellarion,FALSE
,Aline,Fairburn,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Delilah,Rennold,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Kirk,Langley,Purity,discovery,Present and accounted for,Ellarion,FALSE
,Rhys,Derricks,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Tit,Fowler,Confidence,cyclone,Present and accounted for,Ellarion,FALSE
,Jasmin,Hollands,Mercy,valkyrie,Present and accounted for,Ellarion,FALSE
,Genevieve,Thorpe,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Hepsie,Wade,Mercy,polaris,Present and accounted for,Osiris,FALSE
,Nichole,Colbert,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Bethel,Austin,Purity,valor,Present and accounted for,Ellarion,FALSE
,Gene,Graves,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Carson,Haig,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Tasha,Mottershead,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Melinda,Cocks,Purity,polaris,Present and accounted for,Osiris,FALSE
,Shevon,Holland,Mercy,warrior,Present and accounted for,Ellarion,FALSE
,Caroline,Ainsworth,Hope,polaris,Present and accounted for,Caelena,FALSE
,Adelle,Bissette,Strength,immortal,Present and accounted for,Osiris,FALSE
,Nessa,Isaacson,None,polaris,Present and accounted for,Osiris,FALSE
,Hartley,Warwick,Strength,centurion,Present and accounted for,Ellarion,FALSE
,Peony,Garnett,Purity,valor,Present and accounted for,Ellarion,FALSE
,Julyan,Pond,Purity,centurion,Present and accounted for,Caelena,FALSE
,Jude,Lynton,Industry,cyclone,Present and accounted for,Ellarion,FALSE
,Kaleigh,Hightower,Kindness,centurion,Present and accounted for,Caelena,FALSE
,Kiki,Quincy,Hope,cyclone,Present and accounted for,Ellarion,FALSE
,Myron,Southgate,Fairness,spectrum,Present and accounted for,Osiris,FALSE
,Jolyon,Royle,Tenacity,polaris,Present and accounted for,Osiris,FALSE
,Mickey,Sherburne,Intelligence,spectrum,Present and accounted for,Osiris,FALSE
,Kaito,Seward,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Cleve,Moto,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Adelynn,Rollins,Strength,starfall,Present and accounted for,Ellarion,FALSE
,Zena,Hill,Defiance,cyclone,Present and accounted for,Caelena,FALSE
,Natalia,Leon,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Tallulah,Cook,Hope,centurion,Present and accounted for,Ellarion,FALSE
,Harlow,Daniels,Industry,polaris,Present and accounted for,Caelena,FALSE
,Cale,Ball,None,spectrum,Present and accounted for,Osiris,FALSE
,Kimmie,Robinson,Strength,immortal,Present and accounted for,Caelena,FALSE
,Haruna,Thorburn,None,halo,Present and accounted for,Ellarion,FALSE
,Mort,Downer,Ambition,cyclone,Present and accounted for,Caelena,FALSE
,Narelle,Daniels,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Dre,Gardiner,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Elvina,Linwood,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Sofya,Royston,Intelligence,whirlwind,Present and accounted for,Caelena,FALSE
,Rhett,Christopher,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Christal,Bonney,Loyalty,halo,Present and accounted for,Ellarion,FALSE
,Kristopher,Winston,Ambition,whirlwind,Present and accounted for,Caelena,FALSE
,Naomi,Sessions,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Trace,Milton,Mercy,centurion,Present and accounted for,Osiris,FALSE
,Tamara,Adams,Hope,spectrum,Present and accounted for,Caelena,FALSE
,Nikolai,Huxley,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Bryce,Ivanov,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Yui,Evelyn,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Sonia,Hathway,Dedication,spectrum,Present and accounted for,Ellarion,FALSE
,Kailyn,Hudnall,Intelligence,vulture,Present and accounted for,Osiris,FALSE
,Frazier,Eaton,Hope,halo,Present and accounted for,Ellarion,FALSE
,Bekki,Potter,Strength,halo,Present and accounted for,Caelena,FALSE
,Malone,Hooper,Mercy,starfall,Present and accounted for,Caelena,FALSE
,Arlo,Dodge,Purity,spectrum,Present and accounted for,Osiris,FALSE
,Lamont,Bush,Defiance,centurion,Present and accounted for,Caelena,FALSE
,Tsukiko,Jack,Mercy,halo,Present and accounted for,Ellarion,FALSE
,Debby,Allard,Tranquility,vulture,Present and accounted for,Osiris,FALSE
,Cate,Hope,Strength,taurus,Present and accounted for,Caelena,FALSE
,Isaiah,Barnet,Purity,warrior,Present and accounted for,Ellarion,FALSE
,Angela,Stafford,Ambition,immortal,Present and accounted for,Osiris,FALSE
,Doretta,Watkins,Purity,spectrum,Present and accounted for,Osiris,FALSE
,Collyn,Sumner,Hope,odysseus,Present and accounted for,Ellarion,FALSE
,Ilean,Cokes,Purity,harbinger,Present and accounted for,Osiris,FALSE
,Shelby,Seward,Justice,spectrum,Present and accounted for,Ellarion,FALSE
,Kousuke,Babcock,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Earline,Sergeant,Intelligence,immortal,Present and accounted for,Osiris,FALSE
,Mitsuko,Brassington,Purity,burro,Present and accounted for,Osiris,FALSE
,Tami,Abrahams,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Myles,Lynn,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Dorinda,Paxton,Generosity,aurora,Present and accounted for,Caelena,FALSE
,Shania,Shearer,Confidence,spectrum,Present and accounted for,Caelena,FALSE
,Carlisle,Conner,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Reynard,Edwards,Excellence,starfall,Present and accounted for,Osiris,FALSE
,Shantae,Sands,None,warrior,Present and accounted for,Ellarion,FALSE
,Oswald,Seabrooke,Hope,halo,Present and accounted for,Ellarion,FALSE
,Zelda,Moon,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Addy,Sams,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Alise,Ilbert,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Edwina,Elwin,Purity,centurion,Present and accounted for,Caelena,FALSE
,Laureen,Ramsey,Ambition,whirlwind,Present and accounted for,Ellarion,FALSE
,Julia,Burrell,Industry,polaris,Present and accounted for,Ellarion,FALSE
,Serenity,Overton,Generosity,vulture,Present and accounted for,Osiris,FALSE
,Abigayle,Summerfield,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Barclay,Arterberry,Hope,aurora,Present and accounted for,Ellarion,FALSE
,Freya,Martell,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Hiram,Akiyama,Purity,spectrum,Present and accounted for,Caelena,FALSE
,Beryl,Tollemache,Confidence,whirlwind,Present and accounted for,Ellarion,FALSE
,Wardell,Gladwin,Excellence,aurora,Present and accounted for,Ellarion,FALSE
,Izabelle,Quincy,Purity,polaris,Present and accounted for,Osiris,FALSE
,Jaymes,Leonardson,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Konnor,Wheeler,Confidence,inferno,Present and accounted for,Ellarion,FALSE
,Faithe,Clemens,None,halo,Present and accounted for,Ellarion,FALSE
,Reba,Wolf,Strength,inferno,Present and accounted for,Ellarion,FALSE
,Doris,Hext,None,polaris,Present and accounted for,Ellarion,FALSE
,Hale,Hill,Purity,cyclone,Present and accounted for,Osiris,FALSE
,Janis,Andrews,Hope,vulture,Present and accounted for,Ellarion,FALSE
,Sadie,Sawyer,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Yuri,Wilkerson,Ambition,aurora,Present and accounted for,Caelena,FALSE
,Tianna,Sackville,None,polaris,Present and accounted for,Ellarion,FALSE
,Sydney,Hobson,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Darby,Madison,Tenacity,polaris,Present and accounted for,Ellarion,FALSE
,Baxter,Derrick,Loyalty,immortal,Present and accounted for,Caelena,FALSE
,Newton,Lindsey,Unity,immortal,Present and accounted for,Osiris,FALSE
,Vergil,Rickard,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Julianne,Kingston,Defiance,polaris,Present and accounted for,Caelena,FALSE
,Ileen,Best,Generosity,halo,Present and accounted for,Ellarion,FALSE
,Danette,Causey,Industry,starfall,Present and accounted for,Ellarion,FALSE
,Roberta,Senior,Purity,vulture,Present and accounted for,Osiris,FALSE
,Allochka,Bourke,Unity,centurion,Present and accounted for,Osiris,FALSE
,Cletus,Byrd,Intelligence,cyclone,Present and accounted for,Caelena,FALSE
,Johnathon,Sokolov,Mercy,polaris,Present and accounted for,Osiris,FALSE
,Shaw,Arrington,Ambition,halo,Present and accounted for,Ellarion,FALSE
,Temperance,Goode,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Hideyoshi,Christians,Intelligence,halo,Present and accounted for,Ellarion,FALSE
,Comfort,Courtenay,Intelligence,ravager,Present and accounted for,Ellarion,FALSE
,Nelson,Royce,Tenacity,whirlwind,Present and accounted for,Caelena,FALSE
,Camellia,Darwin,Confidence,aurora,Present and accounted for,Osiris,FALSE
,Wenda,Ishikawa,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Leighton,Garrard,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Idelle,Aleksandrov,Strength,harbinger,Present and accounted for,Ellarion,FALSE
,Zula,Martin,Generosity,immortal,Present and accounted for,Osiris,FALSE
,Sheridan,Garbutt,Ambition,starfall,Present and accounted for,Osiris,FALSE
,Zechariah,Stringer,Strength,whirlwind,Present and accounted for,Caelena,FALSE
,Andrei,Morris,Industry,cyclone,Present and accounted for,Caelena,FALSE
,Danny,Crisp,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Julius,Bloxam,Confidence,centurion,Present and accounted for,Caelena,FALSE
,Linden,Fosse,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Dione,Beasley,Loyalty,cyclone,Present and accounted for,Caelena,FALSE
,Zina,Clarke,Tranquility,immortal,Present and accounted for,Osiris,FALSE
,Lyle,Vinogradov,Generosity,immortal,Present and accounted for,Osiris,FALSE
,Cornell,Holt,None,halo,Present and accounted for,Ellarion,FALSE
,Lavender,Langley,Confidence,harbinger,Present and accounted for,Ellarion,FALSE
,Brooklynn,Key,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Katrina,Martel,Confidence,halo,Present and accounted for,Ellarion,FALSE
,Lee,Samuelson,None,cyclone,Present and accounted for,Caelena,FALSE
,Fenton,Morse,Defiance,memory,Present and accounted for,Ellarion,FALSE
,Alden,Bishop,Confidence,warrior,Present and accounted for,Osiris,FALSE
,Abilene,Shepherd,Mercy,ravager,Present and accounted for,Osiris,FALSE
,Kurt,Overton,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Milan,Downer,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Christabelle,Robinson,Confidence,spectrum,Present and accounted for,Caelena,FALSE
,Yasha,Fabian,Ambition,taurus,Present and accounted for,Ellarion,FALSE
,Millicent,Blake,Purity,immortal,Present and accounted for,Osiris,FALSE
,Nanette,Hartell,Tranquility,aurora,Present and accounted for,Osiris,FALSE
,Ember,Smalls,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Midori,Matsuoka,Purity,valor,Present and accounted for,Ellarion,FALSE
,Tatyanna,Derrickson,Confidence,cyclone,Present and accounted for,Ellarion,FALSE
,Adamina,Crisp,Ambition,cyclone,Present and accounted for,Caelena,FALSE
,Taras,Thompsett,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Kiarra,Abbey,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Bryn,Filippov,None,immortal,Present and accounted for,Ellarion,FALSE
,Juliana,Tennison,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Elfleda,Chaykovsky,Excellence,cyclone,Present and accounted for,Caelena,FALSE
,Sienna,Baines,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Maureen,Read,Mercy,cyclone,Present and accounted for,Caelena,FALSE
,Cyril,Fishman,Purity,centurion,Present and accounted for,Osiris,FALSE
,Ilya,Garrod,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Humphry,Langley,Strength,immortal,Present and accounted for,Ellarion,FALSE
,Iona,Mounce,Generosity,vulture,Present and accounted for,Osiris,FALSE
,Elvira,Womack,Intelligence,polaris,Present and accounted for,Ellarion,FALSE
,Dominica,Ibbott,Purity,starfall,Present and accounted for,Ellarion,FALSE
,Bertram,Alfredson,Strength,cyclone,Present and accounted for,Ellarion,FALSE
,Morley,Petit,Excellence,spectrum,Present and accounted for,Osiris,FALSE
,Shirley,Yong,Excellence,whirlwind,Present and accounted for,Caelena,FALSE
,Sadie,Matthews,Ambition,vulture,Present and accounted for,Osiris,FALSE
,Roseanne,Hadaway,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Maxim,Hepburn,Strength,cyclone,Present and accounted for,Ellarion,FALSE
,Vern,Auteberry,Loyalty,centurion,Present and accounted for,Caelena,FALSE
,Eveleen,Blakeley,Strength,warrior,Present and accounted for,Ellarion,FALSE
,Johnna,Danell,Intelligence,immortal,Present and accounted for,Osiris,FALSE
,Kyrsten,Ewart,Purity,whirlwind,Present and accounted for,Ellarion,FALSE
,Kichiro,Thacker,Hope,karma,Present and accounted for,Ellarion,FALSE
,Hiram,Sumner,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Kevin,Beverley,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Kingston,Coke,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Lois,Tobin,Purity,polaris,Present and accounted for,Caelena,FALSE
,Caryl,Watkins,Mercy,starfall,Present and accounted for,Osiris,FALSE
,Warren,Josephson,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Terence,Hutson,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Sequoia,Miller,Tranquility,cyclone,Present and accounted for,Osiris,FALSE
,Katia,Foster,Mercy,immortal,Present and accounted for,Caelena,FALSE
,Harriet,Badcock,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Lamont,Moores,Confidence,centurion,Present and accounted for,Caelena,FALSE
,Dortha,Nakajima,Purity,taurus,Present and accounted for,Ellarion,FALSE
